publish_date,headline_text
20040128,nt police stopped from viewing seized papers
20090119,canberra to be hit hardest by climate change
20100821,sea eagles prevail at brooky
20111013,antarctic grass being used to develop frost
20150825,san francisco coach attempts to hose down hayne hype
20030505,gough no fan of beazley for labor leader
20100201,manjimup man jailed over cannabis crimes
20140331,an more than 100000 protest in taiwan over china trade deal
20110102,stoning of iranian woman could be quashed
20120113,spain italy bond sale result am
20090717,livestock truck crashes spilling cattle
20110707,wa pig producers and processors happy to meet
20040715,residents told to check backyard trees for disease
20060310,mp seeks travel allowance respite for cancer
20031010,tourists cant believe its not art
20111208,20111208 workers support sacked colleague
20030708,mining magnate wins family feud
20030403,tribunal seeks more evidence from refugee family
20130219,south korea dominating womens golf
20030912,youhana ton steers pakistan to another win
20030418,excellerator out of doncaster
20090714,man attacked swan with a stick
20151110,call for urgent reform of halal cert
20030724,group vows revenge for death of saddams sons
20131204,warren truss regional development
20060701,federer steams into last 16
20091111,power outage hits northern suburbs
20040611,levies take a bigger bite of the cherry
20090120,cereal saves woman stranded in nz bushland
20041118,shield aims to reduce shark deaths
20090101,crew error caused fatal everest plane crash
20130603,bradken and union to meet over foundry pay fight
20050723,muslims concerned at bombing scrutiny
20141218,adam ashley cooper to leave australian rugby after 2015 world c
20060113,mixed signals for wool markets performance
20060304,thousands prepare for mardi gras
20040229,rain wrecks zims bangers test
20080716,shire disappointed with early zinc mine closure
20030808,clijsters cruises into third round dokic beaten
20131021,more and more whitsunday traders closing
20061127,exports a devil insurance plan
20120201,rinehart boosts stake in fairfax
20130505,victoria police charge man with brunswick murder
20130926,luke ball tells dale thomas heath shaw not rush magpies decision
20140902,national science strategy aims at stronger more
20071107,optus posts modest profit rise
20080319,global markets up after us fed rate cut
20071208,cfs to reassess kangaroo island fires
20050420,fosters southcorp announcement looms
20081207,ghana votes for new president
20090330,manjimup happy with infrastructure funds
20090227,universities say governance can be modernised
20050609,gun shearer takes aim at poor digs
20130328,antibiotics in agriculture
20130426,sex offender fronts court over prison escape
20070521,rowley shoals mooring service delayed
20140620,mill fire update
20040717,missionarys widow arrives in aust
20100727,no beach boys reunion planned
20141103,young mens deaths a remarkable coincidence nt coroner says
20131211,abc chairman james spigelman flags external audits of programs
20100129,medicos welcome program for gps
20051007,ombudsman urges improved watch house surveillance
20140516,federal government proposes changes to ebpc
20040829,aussies win surprise relay silver
20050208,police prepare snow season strategy
20030604,brother takes stand in amrozi trial
20070327,govt welcomes hicks guilty plea
20040902,new rail link to boost tourism in wa goldfields
20090223,man to front court accused of verges creek murder
20040315,10 dead in israeli blasts
20060816,fed govt opposes carbon trade plan
20120515,clashes throw fresh doubt on syria ceasefire
20070720,council to swoop on top water users
20170320,car curling tournament russia inspired black ice accidents
20080707,man charged over spearwood death
20100721,police connect assault with social networking site
20081230,sa crews celebrate in hobart
20101027,flood protection work set to start
20080319,green group backs tyrells canal estate opposition
20160928,malcolm turnbull pays tribute max walker
20170413,$54 million for new medical training hubs and
20120412,new research shows mice travel further than we
20100729,chelsea gives ancelotti licence to shop
20031117,us sth korea urge north to disarm
20060530,hadden doesnt want sex offender released
20130408,accused killer to face court this week
20131003,chickpea prices fall
20090305,fodder drops continue in gulf
20040730,qld housing sales not expected to slow industry
20040919,nt can benefit from aid projects in asia says clp
20051209,study finds small regional birthing units safer
20120508,short changed workers repaid
20060429,kovco body reaches aust shores
20101027,hazelwood hits back over cba valuation
20110617,hockeyroos draw with argentina
20151203,act snorkeller missing at lord howe island off nsw coast
20060818,calls for a rehabilitation centre in port augusta
20110805,gunners get tough champs league draw
20111005,battle for moltzen set to heat up
20150506,proposed surrogacy changes would make paying for babies illegal
20030221,crocs prove too good for bullets
20041102,modelling plays down storm surge threat
20100513,councils to get control of wind farms under libs
20140710,andrew denton on the stories we must retell
20110602,murray darling review upsets green groups
20140322,consumer groups launch last ditch appeal on financial reforms
20080510,safina ends serena streak
20060210,airline maverick freddie laker dies at 83
20160822,dairy symposium farmer power federal government milk price
20040806,man jailed over fake death
20130207,metro apologises over train delays
20120301,night time air ambulance ban remains
20130529,french police arrest suspect in soldier stabbing
20060915,benitez wants to end the war but needs to win the
20080206,first cut cia chief admits waterboarding
20130910,fremantle27s sandilands peaking at the right time
20100702,disney acquires aussie game developers company
20130410,mount carlton gold mine officially opens
20030624,airline industry relieved by sars advisorys end
20070308,entsch labels shares declaration failure an
20150708,first ashes test day one live blog
20070206,mopping up begins in wake of dwellingup fire
20100107,charlestown mp promoted by premier
20060214,casa asked to review black box maintenance
20050509,australians urged to respect indonesian courts
20140207,qld police officers charged with rape
20040825,roos stevens calls it a day
20061120,cashed up seven looks for more media
